,,,,Scaled Abundance (Sum of each row=100),,,,,,,,,,,
Protein.Id,Gene.Symbol,Description,Number.of.peptides,Young 1,Young 2,Young 3,Young 4,Young 5,Old 1,Old 2,Old 3,Old 4,Old 5,t.pvalue,t.qvalue
sp|O35226|PSMD4_MOUSE,Psmd4,26S proteasome non-ATPase regulatory subunit 4 OS=Mus musculus OX=10090 GN=Psmd4 PE=1 SV=1,9,9.8,10.0,9.9,9.9,9.9,11.1,10.4,10.1,9.6,9.3,0.56145,1
tr|F7AI87|F7AI87_MOUSE,Psmd4,26S proteasome non-ATPase regulatory subunit 4 (Fragment) OS=Mus musculus OX=10090 GN=Psmd4 PE=1 SV=1,3,10.1,10.3,9.4,10.3,10.0,10.3,9.9,10.4,9.7,9.6,0.90944,1
sp|Q80X85|RT07_MOUSE,Mrps7,"28S ribosomal protein S7, mitochondrial OS=Mus musculus OX=10090 GN=Mrps7 PE=1 SV=1",5,9.2,9.6,9.5,12.1,8.3,12.8,8.3,10.1,7.9,12.1,0.68484,1
sp|P58404|STRN4_MOUSE,Strn4,Striatin-4 OS=Mus musculus OX=10090 GN=Strn4 PE=1 SV=2,11,10.4,11.8,5.9,12.6,8.3,9.6,11.6,9.7,11.2,8.9,0.77760,1
sp|O55106|STRN_MOUSE,Strn,Striatin OS=Mus musculus OX=10090 GN=Strn PE=1 SV=2,22,10.5,11.7,7.4,9.5,9.7,8.4,11.3,10.5,12.0,8.9,0.65463,1
sp|Q9ERG2|STRN3_MOUSE,Strn3,Striatin-3 OS=Mus musculus OX=10090 GN=Strn3 PE=1 SV=1,13,9.1,9.3,12.0,10.5,8.0,11.3,9.4,10.8,9.3,10.4,0.56339,1
sp|Q6ZQ73|CAND2_MOUSE,Cand2,Cullin-associated NEDD8-dissociated protein 2 OS=Mus musculus OX=10090 GN=Cand2 PE=1 SV=2,1,8.1,8.7,14.0,6.8,12.6,12.0,8.3,11.1,8.5,9.9,0.96170,1
sp|Q6ZQ38|CAND1_MOUSE,Cand1,Cullin-associated NEDD8-dissociated protein 1 OS=Mus musculus OX=10090 GN=Cand1 PE=1 SV=2,49,9.7,10.4,9.9,10.0,11.0,9.7,9.9,9.8,10.1,9.7,0.20012,1
sp|Q8CCJ4|AMER2_MOUSE,Amer2,APC membrane recruitment protein 2 OS=Mus musculus OX=10090 GN=Amer2 PE=1 SV=2,14,8.0,9.3,10.8,10.1,8.2,12.0,9.3,11.3,8.6,12.4,0.16360,1
sp|Q812A2|SRGP3_MOUSE,Srgap3,SLIT-ROBO Rho GTPase-activating protein 3 OS=Mus musculus OX=10090 GN=Srgap3 PE=1 SV=1,28,8.8,10.3,9.3,11.1,9.6,10.4,10.3,10.1,9.9,10.2,0.45124,1
sp|Q91Z69|SRGP1_MOUSE,Srgap1,SLIT-ROBO Rho GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Srgap1 PE=1 SV=2,5,10.1,11.1,11.6,6.2,13.2,8.7,10.3,10.9,9.6,8.3,0.52978,1
sp|Q91Z67|SRGP2_MOUSE,Srgap2,SLIT-ROBO Rho GTPase-activating protein 2 OS=Mus musculus OX=10090 GN=Srgap2 PE=1 SV=2,20,9.5,10.0,12.5,9.1,8.7,10.4,9.6,10.8,9.7,9.7,0.91640,1
sp|P28352|APEX1_MOUSE,Apex1,DNA-(apurinic or apyrimidinic site) lyase OS=Mus musculus OX=10090 GN=Apex1 PE=1 SV=2,6,10.1,9.9,11.1,10.1,8.1,9.8,10.0,10.6,10.8,9.5,0.65311,1
sp|A2ASS6|TITIN_MOUSE,Ttn,Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1,1,9.7,12.4,7.8,8.8,9.9,10.5,10.0,10.9,9.1,10.8,0.53585,1
sp|Q8C5W0|CLMN_MOUSE,Clmn,Calmin OS=Mus musculus OX=10090 GN=Clmn PE=1 SV=2,14,9.9,9.0,14.0,7.2,8.5,12.2,9.2,10.8,9.6,9.6,0.67311,1
sp|O88485|DC1I1_MOUSE,Dync1i1,Cytoplasmic dynein 1 intermediate chain 1 OS=Mus musculus OX=10090 GN=Dync1i1 PE=1 SV=2,21,8.7,9.3,10.2,11.0,9.9,11.1,9.6,9.2,9.2,11.8,0.60412,1
sp|Q6PGC1|DHX29_MOUSE,Dhx29,ATP-dependent RNA helicase DHX29 OS=Mus musculus OX=10090 GN=Dhx29 PE=1 SV=1,5,10.3,11.7,8.6,10.6,11.0,8.7,10.1,9.6,10.4,9.0,0.20148,1
sp|O54988|SLK_MOUSE,Slk,STE20-like serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Slk PE=1 SV=2,28,10.4,10.4,9.6,9.9,8.7,10.2,11.3,10.2,10.2,9.1,0.42448,1
sp|Q5SXY1|CYTSB_MOUSE,Specc1,Cytospin-B OS=Mus musculus OX=10090 GN=Specc1 PE=1 SV=2,17,8.8,9.4,9.6,10.8,9.7,10.6,11.0,9.1,10.1,11.0,0.18490,1
sp|Q8VDP3|MICA1_MOUSE,Mical1,[F-actin]-monooxygenase MICAL1 OS=Mus musculus OX=10090 GN=Mical1 PE=1 SV=1,5,8.5,9.8,10.1,8.9,10.1,11.8,10.2,10.6,9.2,10.9,0.08571,1
sp|P63213|GBG2_MOUSE,Gng2,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 OS=Mus musculus OX=10090 GN=Gng2 PE=1 SV=2,16,8.7,9.0,6.4,15.2,7.7,11.1,10.7,8.3,8.7,14.2,0.53413,1
sp|P63216|GBG3_MOUSE,Gng3,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3 OS=Mus musculus OX=10090 GN=Gng3 PE=1 SV=1,4,10.5,7.9,8.4,13.4,7.5,13.0,8.4,8.1,8.1,14.7,0.61315,1
tr|A0A2R8VKG2|A0A2R8VKG2_MOUSE,D430041D05Rik,RIKEN cDNA D430041D05 gene OS=Mus musculus OX=10090 GN=D430041D05Rik PE=1 SV=1,13,11.0,13.3,5.6,15.6,6.4,7.2,10.6,11.0,11.7,7.8,0.74342,1
sp|Q6P9Q6|FKB15_MOUSE,Fkbp15,FK506-binding protein 15 OS=Mus musculus OX=10090 GN=Fkbp15 PE=1 SV=2,11,9.5,9.4,10.3,9.7,10.8,10.3,10.7,10.0,9.7,9.6,0.70781,1
sp|Q60936|COQ8A_MOUSE,Coq8a,"Atypical kinase COQ8A, mitochondrial OS=Mus musculus OX=10090 GN=Coq8a PE=1 SV=2",7,10.8,9.4,10.7,8.6,9.3,10.7,9.3,10.2,10.0,11.0,0.39449,1
sp|Q3UJB9|EDC4_MOUSE,Edc4,Enhancer of mRNA-decapping protein 4 OS=Mus musculus OX=10090 GN=Edc4 PE=1 SV=2,16,9.9,10.0,9.3,10.8,9.5,10.2,9.9,10.2,10.0,10.1,0.54480,1
sp|Q60841|RELN_MOUSE,Reln,Reelin OS=Mus musculus OX=10090 GN=Reln PE=1 SV=3,2,9.1,9.7,11.2,5.6,10.2,10.6,11.4,12.0,8.5,11.7,0.18971,1
tr|Q3UWL8|Q3UWL8_MOUSE,Pfdn4,Prefoldin subunit 4 OS=Mus musculus OX=10090 GN=Pfdn4 PE=1 SV=1,1,8.0,10.1,10.0,8.3,9.9,11.7,11.5,9.0,10.7,10.9,0.05067,1
sp|Q91YE6|IPO9_MOUSE,Ipo9,Importin-9 OS=Mus musculus OX=10090 GN=Ipo9 PE=1 SV=3,16,11.8,10.8,9.4,10.0,10.8,8.3,9.7,9.2,11.7,8.3,0.18144,1
sp|A2A6Q5|CDC27_MOUSE,Cdc27,Cell division cycle protein 27 homolog OS=Mus musculus OX=10090 GN=Cdc27 PE=1 SV=1,2,9.7,11.8,8.1,9.8,11.1,9.3,9.9,10.5,10.5,9.2,0.77501,1
sp|Q64511|TOP2B_MOUSE,Top2b,DNA topoisomerase 2-beta OS=Mus musculus OX=10090 GN=Top2b PE=1 SV=2,35,10.1,9.6,13.3,9.0,8.3,10.7,8.8,11.6,9.3,9.3,0.91253,1
sp|P97807|FUMH_MOUSE,Fh,"Fumarate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Fh PE=1 SV=3",32,9.4,9.2,12.4,8.9,11.1,10.1,9.5,9.9,9.7,9.8,0.57815,1
sp|Q9CZW5|TOM70_MOUSE,Tomm70,Mitochondrial import receptor subunit TOM70 OS=Mus musculus OX=10090 GN=Tomm70 PE=1 SV=2,42,9.8,10.5,9.4,10.4,9.3,9.8,10.9,10.1,10.3,9.5,0.53151,1
tr|B1B1A8|B1B1A8_MOUSE,Mylk,"Myosin light chain kinase, smooth muscle OS=Mus musculus OX=10090 GN=Mylk PE=1 SV=1",14,11.5,9.5,13.0,6.5,11.3,11.5,9.3,9.8,9.3,8.4,0.58210,1
sp|Q9WUI1|MK11_MOUSE,Mapk11,Mitogen-activated protein kinase 11 OS=Mus musculus OX=10090 GN=Mapk11 PE=1 SV=2,2,11.8,11.2,7.6,12.3,8.9,7.6,11.6,9.4,11.7,8.0,0.60416,1
sp|Q9WTU6|MK09_MOUSE,Mapk9,Mitogen-activated protein kinase 9 OS=Mus musculus OX=10090 GN=Mapk9 PE=1 SV=2,16,10.0,10.1,9.7,11.0,10.1,10.2,9.2,9.4,10.3,10.1,0.33555,1
tr|Q80W82|Q80W82_MOUSE,Mapk10,Mitogen-activated protein kinase OS=Mus musculus OX=10090 GN=Mapk10 PE=1 SV=1,9,8.7,11.3,7.9,12.5,8.6,10.0,10.8,10.4,10.0,9.8,0.70631,1
sp|Q91Y86|MK08_MOUSE,Mapk8,Mitogen-activated protein kinase 8 OS=Mus musculus OX=10090 GN=Mapk8 PE=1 SV=1,4,10.8,11.8,7.8,12.0,8.5,9.4,11.0,9.7,10.3,8.6,0.67629,1
sp|P47811|MK14_MOUSE,Mapk14,Mitogen-activated protein kinase 14 OS=Mus musculus OX=10090 GN=Mapk14 PE=1 SV=3,1,13.1,12.3,8.2,10.3,9.5,9.7,9.1,8.6,10.3,8.8,0.21299,1
sp|Q99PL5|RRBP1_MOUSE,Rrbp1,Ribosome-binding protein 1 OS=Mus musculus OX=10090 GN=Rrbp1 PE=1 SV=2,42,10.2,9.5,13.3,8.5,10.0,11.5,8.8,9.2,8.2,10.9,0.59377,1
tr|Q8C845|Q8C845_MOUSE,Efhd2,EF-hand domain-containing protein D2 OS=Mus musculus OX=10090 GN=Efhd2 PE=1 SV=1,21,9.7,10.8,8.8,11.4,8.4,9.1,10.8,10.6,11.3,9.1,0.63182,1
sp|Q9D4J1|EFHD1_MOUSE,Efhd1,EF-hand domain-containing protein D1 OS=Mus musculus OX=10090 GN=Efhd1 PE=1 SV=1,6,10.1,9.9,9.0,10.5,9.2,9.4,11.5,9.4,12.0,9.0,0.49392,1
sp|Q80TZ3|AUXI_MOUSE,Dnajc6,Putative tyrosine-protein phosphatase auxilin OS=Mus musculus OX=10090 GN=Dnajc6 PE=1 SV=2,29,9.9,10.7,8.5,10.4,10.1,9.0,10.7,9.7,11.7,9.4,0.79344,1
tr|A0A0R4J0F6|A0A0R4J0F6_MOUSE,Gak,Cyclin-G-associated kinase OS=Mus musculus OX=10090 GN=Gak PE=1 SV=1,26,10.1,10.6,8.7,10.6,9.8,9.1,10.6,10.1,11.2,9.2,0.88191,1
sp|Q9CQF0|RM11_MOUSE,Mrpl11,"39S ribosomal protein L11, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl11 PE=1 SV=1",6,10.5,10.4,10.1,8.8,10.3,10.0,10.7,10.5,10.2,8.4,0.91904,1
sp|Q8BIJ7|RUFY1_MOUSE,Rufy1,RUN and FYVE domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rufy1 PE=1 SV=1,8,9.2,9.4,10.3,9.3,10.7,10.8,10.3,10.7,9.8,9.4,0.30342,1
tr|A0A0G2JFT8|A0A0G2JFT8_MOUSE,Rufy3,Protein RUFY3 OS=Mus musculus OX=10090 GN=Rufy3 PE=1 SV=1,16,8.8,9.0,11.9,8.6,12.2,10.1,10.7,8.9,9.9,10.0,0.81786,1
sp|Q9D394|RUFY3_MOUSE,Rufy3,Protein RUFY3 OS=Mus musculus OX=10090 GN=Rufy3 PE=1 SV=1,2,6.8,11.6,8.7,10.2,9.3,14.1,7.5,11.4,7.7,12.7,0.41708,1
sp|Q8R4C2|RUFY2_MOUSE,Rufy2,RUN and FYVE domain-containing protein 2 OS=Mus musculus OX=10090 GN=Rufy2 PE=1 SV=2,2,9.6,9.7,9.8,8.9,11.3,9.8,10.9,10.3,11.1,8.6,0.66500,1
tr|Q8BR30|Q8BR30_MOUSE,Rufy2,RUN and FYVE domain-containing protein 2 OS=Mus musculus OX=10090 GN=Rufy2 PE=1 SV=1,1,9.7,10.3,8.1,8.7,11.6,10.2,12.7,10.4,9.6,8.8,0.46676,1
sp|Q9QYX7|PCLO_MOUSE,Pclo,Protein piccolo OS=Mus musculus OX=10090 GN=Pclo PE=1 SV=4,71,9.8,10.5,9.3,12.1,7.4,10.3,10.6,10.4,9.8,9.9,0.63623,1
sp|O88737|BSN_MOUSE,Bsn,Protein bassoon OS=Mus musculus OX=10090 GN=Bsn PE=1 SV=4,62,9.6,10.8,8.4,12.2,6.8,10.4,10.8,10.9,10.2,10.0,0.39347,1
tr|E9QAQ7|E9QAQ7_MOUSE,Arid1a,AT-rich interactive domain-containing protein 1A OS=Mus musculus OX=10090 GN=Arid1a PE=1 SV=1,10,10.5,10.2,11.0,8.8,9.3,10.3,10.5,10.8,10.3,8.6,0.82189,1
sp|P10107|ANXA1_MOUSE,Anxa1,Annexin A1 OS=Mus musculus OX=10090 GN=Anxa1 PE=1 SV=2,6,21.6,9.4,9.4,6.8,7.6,10.7,8.4,8.9,8.6,8.5,0.51881,1
tr|A0A338P6U8|A0A338P6U8_MOUSE,Arid1b,AT-rich interactive domain-containing protein 1B OS=Mus musculus OX=10090 GN=Arid1b PE=1 SV=1,7,9.9,10.1,11.5,9.6,8.7,11.1,9.7,10.8,10.0,8.6,0.86621,1
sp|P23116|EIF3A_MOUSE,Eif3a,Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus OX=10090 GN=Eif3a PE=1 SV=5,28,9.6,10.1,9.7,10.0,9.9,10.5,10.1,10.1,9.8,10.1,0.10607,1
tr|A0A0G2JEX1|A0A0G2JEX1_MOUSE,Nexn,Nexilin OS=Mus musculus OX=10090 GN=Nexn PE=1 SV=1,4,12.3,11.8,10.8,6.7,8.0,9.5,11.1,12.7,9.0,8.2,0.89284,1
sp|Q9Z1E4|GYS1_MOUSE,Gys1,"Glycogen [starch] synthase, muscle OS=Mus musculus OX=10090 GN=Gys1 PE=1 SV=2",10,9.2,9.0,12.4,9.8,10.6,10.5,8.4,9.6,9.1,11.4,0.63475,1
sp|Q8BLY2|SYTC2_MOUSE,Tarsl2,"Threonine--tRNA ligase 2, cytoplasmic OS=Mus musculus OX=10090 GN=Tarsl2 PE=1 SV=1",18,10.2,11.2,7.8,10.9,10.9,8.4,10.7,9.7,11.3,8.9,0.66868,1
sp|Q9D0R2|SYTC_MOUSE,Tars,"Threonine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Tars PE=1 SV=2",27,10.7,9.8,10.4,10.0,10.0,9.7,9.7,9.5,10.5,9.7,0.20785,1
sp|Q9DCJ5|NDUA8_MOUSE,Ndufa8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Mus musculus OX=10090 GN=Ndufa8 PE=1 SV=3,14,8.9,8.8,11.4,10.7,9.8,11.8,8.7,9.5,8.5,12.0,0.85795,1
sp|Q9Z0V1|KCND3_MOUSE,Kcnd3,Potassium voltage-gated channel subfamily D member 3 OS=Mus musculus OX=10090 GN=Kcnd3 PE=1 SV=1,7,9.9,9.6,11.4,8.0,11.1,10.0,9.8,9.9,10.9,9.5,0.98493,1
sp|Q9Z0V2|KCND2_MOUSE,Kcnd2,Potassium voltage-gated channel subfamily D member 2 OS=Mus musculus OX=10090 GN=Kcnd2 PE=1 SV=1,15,10.4,9.5,12.7,8.6,8.4,9.9,8.6,12.2,10.5,9.1,0.90387,1
tr|F8VQL9|F8VQL9_MOUSE,Ncor2,Nuclear receptor corepressor 2 OS=Mus musculus OX=10090 GN=Ncor2 PE=1 SV=1,2,9.2,10.2,10.8,10.5,8.6,9.5,10.4,9.7,9.6,11.4,0.64595,1
tr|Q5RIM6|Q5RIM6_MOUSE,Ncor1,"Nuclear receptor co-repressor 1, isoform CRA_a OS=Mus musculus OX=10090 GN=Ncor1 PE=1 SV=1",1,8.7,9.9,8.7,8.6,9.2,12.1,10.2,10.2,10.6,11.7,0.00414,1
sp|Q9QUR8|SEM7A_MOUSE,Sema7a,Semaphorin-7A OS=Mus musculus OX=10090 GN=Sema7a PE=1 SV=1,22,9.5,11.0,10.4,11.6,9.9,8.7,8.3,10.9,10.5,9.3,0.18094,1
sp|Q62009|POSTN_MOUSE,Postn,Periostin OS=Mus musculus OX=10090 GN=Postn PE=1 SV=2,1,12.3,11.2,11.4,6.9,14.7,5.4,13.7,11.2,9.4,3.8,0.27992,1
tr|Q3UEL5|Q3UEL5_MOUSE,Uroc1,Urocanate hydratase OS=Mus musculus OX=10090 GN=Uroc1 PE=1 SV=1,1,11.4,9.1,14.4,6.7,9.0,8.5,9.5,10.8,11.1,9.6,0.87104,1
sp|O70423|AOC3_MOUSE,Aoc3,Membrane primary amine oxidase OS=Mus musculus OX=10090 GN=Aoc3 PE=1 SV=3,5,32.0,6.9,8.5,7.8,8.4,8.1,5.5,7.1,5.8,9.9,0.32566,1
tr|K3W4R5|K3W4R5_MOUSE,Ckap5,Cytoskeleton-associated protein 5 OS=Mus musculus OX=10090 GN=Ckap5 PE=1 SV=1,46,9.6,9.7,11.2,9.5,10.1,9.8,10.1,10.0,10.2,9.8,0.93494,1
sp|B2RXC1|TPC11_MOUSE,Trappc11,Trafficking protein particle complex subunit 11 OS=Mus musculus OX=10090 GN=Trappc11 PE=1 SV=1,11,10.4,10.2,9.8,10.4,10.3,9.6,9.4,9.6,10.5,9.9,0.10277,1
sp|Q8BRN9|C2D1B_MOUSE,Cc2d1b,Coiled-coil and C2 domain-containing protein 1B OS=Mus musculus OX=10090 GN=Cc2d1b PE=1 SV=1,11,9.0,9.2,11.3,8.5,12.0,10.6,9.9,9.5,9.2,10.8,0.99012,1
sp|Q60864|STIP1_MOUSE,Stip1,Stress-induced-phosphoprotein 1 OS=Mus musculus OX=10090 GN=Stip1 PE=1 SV=1,45,9.4,9.6,12.1,9.1,10.6,10.1,10.1,8.9,9.7,10.4,0.60398,1
sp|Q64345|IFIT3_MOUSE,Ifit3,Interferon-induced protein with tetratricopeptide repeats 3 OS=Mus musculus OX=10090 GN=Ifit3 PE=1 SV=1,1,7.0,4.9,7.5,5.7,5.4,21.3,7.7,16.7,7.4,16.4,0.04602,1
tr|D3Z7X0|D3Z7X0_MOUSE,Acad12,"Acyl-Coenzyme A dehydrogenase family, member 12 OS=Mus musculus OX=10090 GN=Acad12 PE=1 SV=1",1,13.1,9.0,10.1,8.2,10.6,9.4,9.3,9.7,10.3,10.3,0.64989,1
sp|Q8K370|ACD10_MOUSE,Acad10,Acyl-CoA dehydrogenase family member 10 OS=Mus musculus OX=10090 GN=Acad10 PE=1 SV=1,6,15.3,8.1,12.1,7.3,10.2,10.3,7.8,9.5,8.8,10.5,0.45459,1
