,,,,Scaled Abundance (Sum of each row=100),,,,,,,,,,,
Protein.Id,Gene.Symbol,Description,Number.of.peptides,Young 1,Young 2,Young 3,Young 4,Young 5,Old 1,Old 2,Old 3,Old 4,Old 5,t.pvalue,t.qvalue
sp|A2ASS6|TITIN_MOUSE,Ttn,Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1,95,11.3,10.7,11.8,10.7,9.2,5.6,10.3,10.0,9.9,10.5,0.19398,0.19995
tr|E9Q8K5|E9Q8K5_MOUSE,Ttn,Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1,4,10.8,10.3,10.2,9.2,9.1,12.6,9.7,9.0,10.7,8.4,0.85440,0.44262
sp|Q6PGC1|DHX29_MOUSE,Dhx29,ATP-dependent RNA helicase DHX29 OS=Mus musculus OX=10090 GN=Dhx29 PE=1 SV=1,2,10.3,9.6,11.4,9.4,11.8,10.7,8.8,9.7,9.0,9.4,0.12472,0.16816
tr|A2AT68|A2AT68_MOUSE,Ttn,Titin (Fragment) OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1,4,11.6,10.1,10.8,7.3,8.5,7.7,9.0,10.4,13.5,11.2,0.61297,0.36295
sp|O54988|SLK_MOUSE,Slk,STE20-like serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Slk PE=1 SV=2,4,9.3,9.3,10.5,10.4,12.0,8.6,9.7,9.5,10.1,10.6,0.31765,0.25542
sp|Q60936|COQ8A_MOUSE,Coq8a,"Atypical kinase COQ8A, mitochondrial OS=Mus musculus OX=10090 GN=Coq8a PE=1 SV=2",20,10.9,9.7,6.8,6.8,8.2,13.4,9.5,13.7,12.1,8.8,0.04793,0.12925
tr|Q3UWL8|Q3UWL8_MOUSE,Pfdn4,Prefoldin subunit 4 OS=Mus musculus OX=10090 GN=Pfdn4 PE=1 SV=1,3,11.0,9.7,11.5,10.2,11.8,7.5,10.0,8.6,10.5,9.2,0.03950,0.12304
sp|Q91YE6|IPO9_MOUSE,Ipo9,Importin-9 OS=Mus musculus OX=10090 GN=Ipo9 PE=1 SV=3,1,10.3,8.4,11.5,12.4,10.1,9.6,10.2,10.6,8.3,8.8,0.25029,0.22790
sp|Q64511|TOP2B_MOUSE,Top2b,DNA topoisomerase 2-beta OS=Mus musculus OX=10090 GN=Top2b PE=1 SV=2,4,8.9,8.4,13.5,14.4,14.5,6.3,8.2,8.4,7.5,10.0,0.04504,0.12731
sp|P97807|FUMH_MOUSE,Fh,"Fumarate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Fh PE=1 SV=3",30,10.1,11.2,8.5,9.0,8.4,11.7,9.1,12.8,10.4,8.7,0.28896,0.24411
tr|Q14BI5|Q14BI5_MOUSE,Myom2,Myomesin 2 OS=Mus musculus OX=10090 GN=Myom2 PE=1 SV=1,56,9.7,11.3,10.8,10.3,8.4,9.5,10.4,8.5,10.7,10.4,0.76568,0.41577
sp|Q9CZW5|TOM70_MOUSE,Tomm70,Mitochondrial import receptor subunit TOM70 OS=Mus musculus OX=10090 GN=Tomm70 PE=1 SV=2,6,9.6,9.9,10.8,10.0,10.4,9.6,9.1,10.4,9.5,10.6,0.43802,0.30125
sp|Q8VCR8|MYLK2_MOUSE,Mylk2,"Myosin light chain kinase 2, skeletal/cardiac muscle OS=Mus musculus OX=10090 GN=Mylk2 PE=1 SV=2",23,10.1,10.9,11.0,8.9,7.9,9.1,10.3,10.0,11.4,10.5,0.51149,0.32717
tr|B1B1A8|B1B1A8_MOUSE,Mylk,"Myosin light chain kinase, smooth muscle OS=Mus musculus OX=10090 GN=Mylk PE=1 SV=1",7,8.4,11.8,9.5,12.8,9.8,12.5,7.2,9.9,8.5,9.7,0.47431,0.31448
sp|Q9WTU6|MK09_MOUSE,Mapk9,Mitogen-activated protein kinase 9 OS=Mus musculus OX=10090 GN=Mapk9 PE=1 SV=2,4,9.6,10.9,10.8,10.7,8.9,8.7,9.9,10.5,9.3,10.8,0.55966,0.34450
sp|O08911|MK12_MOUSE,Mapk12,Mitogen-activated protein kinase 12 OS=Mus musculus OX=10090 GN=Mapk12 PE=1 SV=1,9,10.7,9.5,8.9,8.2,8.0,11.1,10.7,10.3,11.5,10.9,0.01582,0.09378
sp|P47811|MK14_MOUSE,Mapk14,Mitogen-activated protein kinase 14 OS=Mus musculus OX=10090 GN=Mapk14 PE=1 SV=3,7,9.9,12.1,10.6,8.7,8.4,10.9,10.1,9.1,10.0,10.2,0.86740,0.44635
tr|F8WIP5|F8WIP5_MOUSE,Mylk4,Myosin light chain kinase family member 4 OS=Mus musculus OX=10090 GN=Mylk4 PE=1 SV=1,1,8.9,9.0,12.2,14.2,9.9,8.9,9.0,8.9,9.7,9.3,0.17260,0.19032
sp|Q99PL5|RRBP1_MOUSE,Rrbp1,Ribosome-binding protein 1 OS=Mus musculus OX=10090 GN=Rrbp1 PE=1 SV=2,17,8.7,8.2,13.5,11.8,21.1,6.2,7.8,6.0,6.6,9.9,0.08202,0.14742
tr|Q8C845|Q8C845_MOUSE,Efhd2,EF-hand domain-containing protein D2 OS=Mus musculus OX=10090 GN=Efhd2 PE=1 SV=1,1,8.6,8.1,11.9,16.0,20.8,6.1,8.0,5.6,5.6,9.4,0.06071,0.13624
sp|Q9D4J1|EFHD1_MOUSE,Efhd1,EF-hand domain-containing protein D1 OS=Mus musculus OX=10090 GN=Efhd1 PE=1 SV=1,3,7.5,9.0,10.6,13.8,18.8,7.2,7.8,8.0,6.6,10.7,0.12803,0.16965
sp|Q9CQF0|RM11_MOUSE,Mrpl11,"39S ribosomal protein L11, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl11 PE=1 SV=1",1,13.0,9.3,8.9,7.3,9.6,10.3,11.4,10.3,10.6,9.1,0.50838,0.32607
sp|Q8BIJ7|RUFY1_MOUSE,Rufy1,RUN and FYVE domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rufy1 PE=1 SV=1,1,11.2,8.0,11.1,10.3,12.8,7.8,10.4,8.8,9.4,10.1,0.18542,0.19590
sp|P10107|ANXA1_MOUSE,Anxa1,Annexin A1 OS=Mus musculus OX=10090 GN=Anxa1 PE=1 SV=2,6,7.2,7.6,13.5,14.6,18.5,5.1,11.9,6.1,5.1,10.5,0.12227,0.16703
sp|P23116|EIF3A_MOUSE,Eif3a,Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus OX=10090 GN=Eif3a PE=1 SV=5,11,10.2,9.0,11.4,10.0,11.2,9.0,10.0,8.9,9.9,10.3,0.20139,0.20381
tr|A0A0G2JEX1|A0A0G2JEX1_MOUSE,Nexn,Nexilin OS=Mus musculus OX=10090 GN=Nexn PE=1 SV=1,13,10.2,8.9,10.0,9.0,11.0,8.9,10.1,9.8,10.8,11.3,0.51261,0.32759
sp|Q9Z1E4|GYS1_MOUSE,Gys1,"Glycogen [starch] synthase, muscle OS=Mus musculus OX=10090 GN=Gys1 PE=1 SV=2",32,10.0,10.6,9.5,10.7,8.4,11.5,9.9,10.4,9.7,9.2,0.63991,0.37295
sp|Q8VCB3|GYS2_MOUSE,Gys2,"Glycogen [starch] synthase, liver OS=Mus musculus OX=10090 GN=Gys2 PE=1 SV=2",1,8.4,8.8,7.0,7.8,7.1,12.5,12.6,12.0,11.2,12.6,0.00002,0.01095
sp|Q8BLY2|SYTC2_MOUSE,Tarsl2,"Threonine--tRNA ligase 2, cytoplasmic OS=Mus musculus OX=10090 GN=Tarsl2 PE=1 SV=1",6,10.4,11.1,11.0,10.6,9.5,8.8,10.0,9.4,9.3,10.0,0.02293,0.10502
sp|Q9D0R2|SYTC_MOUSE,Tars,"Threonine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Tars PE=1 SV=2",13,9.7,9.4,10.1,9.6,9.9,10.3,10.2,9.7,9.9,11.3,0.13381,0.17251
sp|Q9DCJ5|NDUA8_MOUSE,Ndufa8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Mus musculus OX=10090 GN=Ndufa8 PE=1 SV=3,6,11.7,9.2,9.3,8.4,9.0,10.6,9.7,11.8,11.9,8.5,0.28521,0.24264
sp|Q9QUR8|SEM7A_MOUSE,Sema7a,Semaphorin-7A OS=Mus musculus OX=10090 GN=Sema7a PE=1 SV=1,1,7.9,7.4,14.3,9.7,9.8,9.6,10.1,11.0,11.3,8.8,0.81091,0.42978
sp|Q62009|POSTN_MOUSE,Postn,Periostin OS=Mus musculus OX=10090 GN=Postn PE=1 SV=2,2,7.7,4.4,14.3,18.0,32.7,5.1,4.8,4.4,3.7,4.9,0.09329,0.15246
tr|Q3UEL5|Q3UEL5_MOUSE,Uroc1,Urocanate hydratase OS=Mus musculus OX=10090 GN=Uroc1 PE=1 SV=1,1,11.9,13.0,9.1,9.7,7.5,10.7,7.5,10.9,9.4,10.4,0.69884,0.39377
sp|O70423|AOC3_MOUSE,Aoc3,Membrane primary amine oxidase OS=Mus musculus OX=10090 GN=Aoc3 PE=1 SV=3,6,4.7,8.2,24.4,14.0,7.3,4.1,10.3,4.7,4.4,18.0,0.46324,0.31055
sp|A3KG59|P20D2_MOUSE,Pm20d2,Peptidase M20 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Pm20d2 PE=1 SV=1,2,15.1,7.9,9.2,8.7,9.8,6.9,11.1,12.2,10.7,8.3,0.85325,0.44229
tr|K3W4R5|K3W4R5_MOUSE,Ckap5,Cytoskeleton-associated protein 5 OS=Mus musculus OX=10090 GN=Ckap5 PE=1 SV=1,6,10.4,9.0,9.3,9.5,9.6,9.7,9.9,11.4,10.2,11.1,0.06610,0.13937
sp|Q8BRN9|C2D1B_MOUSE,Cc2d1b,Coiled-coil and C2 domain-containing protein 1B OS=Mus musculus OX=10090 GN=Cc2d1b PE=1 SV=1,2,9.6,8.4,10.8,11.3,11.9,8.7,9.1,9.9,9.4,11.0,0.32989,0.26005
sp|Q60864|STIP1_MOUSE,Stip1,Stress-induced-phosphoprotein 1 OS=Mus musculus OX=10090 GN=Stip1 PE=1 SV=1,25,9.8,10.7,10.5,10.4,11.0,10.2,8.5,9.2,9.2,10.5,0.05522,0.13341
tr|D3Z7X0|D3Z7X0_MOUSE,Acad12,"Acyl-Coenzyme A dehydrogenase family, member 12 OS=Mus musculus OX=10090 GN=Acad12 PE=1 SV=1",3,10.5,9.2,9.0,9.9,8.5,8.2,9.8,13.6,10.8,10.4,0.26730,0.23533
sp|Q8K370|ACD10_MOUSE,Acad10,Acyl-CoA dehydrogenase family member 10 OS=Mus musculus OX=10090 GN=Acad10 PE=1 SV=1,10,9.2,9.9,8.5,9.5,7.7,11.4,10.4,12.2,10.7,10.6,0.00406,0.06467
tr|A0A0R4J078|A0A0R4J078_MOUSE,Ubxn4,"UBX domain containing 2, isoform CRA_a OS=Mus musculus OX=10090 GN=Ubxn4 PE=1 SV=1",3,9.1,9.2,9.9,11.6,10.2,8.4,9.9,10.7,9.6,11.3,0.96718,0.47339
sp|Q9CRB9|MIC19_MOUSE,Chchd3,MICOS complex subunit Mic19 OS=Mus musculus OX=10090 GN=Chchd3 PE=1 SV=1,14,9.9,9.8,8.8,8.3,8.7,13.3,9.4,12.1,10.7,9.1,0.07971,0.14626
sp|Q9D8N0|EF1G_MOUSE,Eef1g,Elongation factor 1-gamma OS=Mus musculus OX=10090 GN=Eef1g PE=1 SV=3,21,10.3,10.1,10.6,10.1,9.8,10.6,9.6,9.7,9.1,9.9,0.19225,0.19915
tr|E9PVZ8|E9PVZ8_MOUSE,Golgb1,"Golgi autoantigen, golgin subfamily b, macrogolgin 1 OS=Mus musculus OX=10090 GN=Golgb1 PE=1 SV=1",1,10.2,11.8,11.8,10.6,6.3,8.3,10.7,9.6,9.4,11.5,0.84248,0.43916
sp|Q9JIF7|COPB_MOUSE,Copb1,Coatomer subunit beta OS=Mus musculus OX=10090 GN=Copb1 PE=1 SV=1,5,9.5,9.2,12.4,10.9,12.7,7.7,9.4,9.2,8.5,10.5,0.06736,0.14005
tr|Q543K9|Q543K9_MOUSE,Pnp,Purine nucleoside phosphorylase OS=Mus musculus OX=10090 GN=Pnp PE=1 SV=1,2,7.8,8.0,16.1,14.5,20.8,4.4,8.1,4.8,6.2,9.3,0.04751,0.12898
tr|Q9D8C9|Q9D8C9_MOUSE,Pnp2,Purine nucleoside phosphorylase OS=Mus musculus OX=10090 GN=Pnp2 PE=1 SV=1,1,6.3,8.3,17.1,16.6,14.6,5.5,7.8,6.3,6.8,10.7,0.08026,0.14655
tr|H3BL37|H3BL37_MOUSE,Tcof1,Treacle protein OS=Mus musculus OX=10090 GN=Tcof1 PE=1 SV=1,4,9.6,8.0,11.6,15.8,15.2,7.2,7.2,8.1,8.4,9.0,0.05463,0.13310
sp|Q9Z2D6|MECP2_MOUSE,Mecp2,Methyl-CpG-binding protein 2 OS=Mus musculus OX=10090 GN=Mecp2 PE=1 SV=1,2,10.1,8.0,10.2,9.7,11.8,8.0,9.9,10.0,11.8,10.5,0.93280,0.46438
sp|Q6P9R2|OXSR1_MOUSE,Oxsr1,Serine/threonine-protein kinase OSR1 OS=Mus musculus OX=10090 GN=Oxsr1 PE=1 SV=1,11,10.5,9.2,10.2,8.5,9.0,8.6,11.0,10.4,12.1,10.5,0.18510,0.19574
sp|P35486|ODPA_MOUSE,Pdha1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Mus musculus OX=10090 GN=Pdha1 PE=1 SV=1",23,10.7,11.3,8.0,7.9,8.0,13.9,9.3,10.9,11.1,8.8,0.20562,0.20604
sp|Q505D7|OPA3_MOUSE,Opa3,Optic atrophy 3 protein homolog OS=Mus musculus OX=10090 GN=Opa3 PE=1 SV=1,2,10.0,10.3,9.9,9.7,10.3,12.4,7.9,10.6,10.3,8.7,0.93949,0.46616
sp|Q8BWR2|PITH1_MOUSE,Pithd1,PITH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Pithd1 PE=1 SV=1,2,8.6,5.3,9.0,16.4,12.3,8.1,9.5,8.8,10.3,11.6,0.75012,0.41079
sp|Q9CQQ8|LSM7_MOUSE,Lsm7,U6 snRNA-associated Sm-like protein LSm7 OS=Mus musculus OX=10090 GN=Lsm7 PE=1 SV=1,1,11.4,6.4,14.4,11.9,12.9,5.7,9.9,7.7,10.2,9.5,0.12206,0.16692
sp|P14685|PSMD3_MOUSE,Psmd3,26S proteasome non-ATPase regulatory subunit 3 OS=Mus musculus OX=10090 GN=Psmd3 PE=1 SV=3,21,10.7,8.6,11.1,9.5,9.2,9.2,10.9,9.9,10.5,10.5,0.48183,0.31711
sp|P70670|NACAM_MOUSE,Naca,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Mus musculus OX=10090 GN=Naca PE=1 SV=2",56,10.8,9.9,9.4,7.8,9.5,11.5,9.6,10.0,11.2,10.1,0.13987,0.17559
sp|Q9R0H0|ACOX1_MOUSE,Acox1,Peroxisomal acyl-coenzyme A oxidase 1 OS=Mus musculus OX=10090 GN=Acox1 PE=1 SV=5,10,8.0,7.5,10.5,9.8,8.2,12.9,10.2,12.6,11.0,9.4,0.02712,0.11038
tr|A2A848|A2A848_MOUSE,Acox1,Peroxisomal acyl-coenzyme A oxidase 1 (Fragment) OS=Mus musculus OX=10090 GN=Acox1 PE=1 SV=1,1,7.9,8.8,10.3,8.7,6.2,16.5,8.5,14.0,9.8,9.5,0.10157,0.15640
sp|P04919|B3AT_MOUSE,Slc4a1,Band 3 anion transport protein OS=Mus musculus OX=10090 GN=Slc4a1 PE=1 SV=1,3,10.3,12.2,14.7,18.7,11.9,6.7,8.0,5.9,6.6,5.1,0.00625,0.07113
sp|Q78PY7|SND1_MOUSE,Snd1,Staphylococcal nuclease domain-containing protein 1 OS=Mus musculus OX=10090 GN=Snd1 PE=1 SV=1,16,9.5,9.1,11.2,10.4,10.9,8.4,11.2,8.6,9.7,10.9,0.52092,0.33067
sp|Q62468|VILI_MOUSE,Vil1,Villin-1 OS=Mus musculus OX=10090 GN=Vil1 PE=1 SV=3,1,4.6,10.8,7.3,31.5,9.8,4.0,12.0,8.7,5.9,5.4,0.31786,0.25550
sp|Q64727|VINC_MOUSE,Vcl,Vinculin OS=Mus musculus OX=10090 GN=Vcl PE=1 SV=4,41,9.4,9.8,10.4,11.0,12.1,9.1,9.5,9.2,9.2,10.3,0.08890,0.15061
sp|A3KMP2|TTC38_MOUSE,Ttc38,Tetratricopeptide repeat protein 38 OS=Mus musculus OX=10090 GN=Ttc38 PE=1 SV=2,4,10.2,11.0,8.2,8.7,7.5,11.7,12.0,12.0,10.1,8.7,0.08400,0.14838
tr|Q91VA7|Q91VA7_MOUSE,Idh3b,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Mus musculus OX=10090 GN=Idh3b PE=1 SV=1",28,9.8,13.1,8.3,8.5,7.6,14.9,8.7,11.2,9.8,8.1,0.51624,0.32894
sp|Q9QZE5|COPG1_MOUSE,Copg1,Coatomer subunit gamma-1 OS=Mus musculus OX=10090 GN=Copg1 PE=1 SV=1,7,9.3,9.4,11.2,11.3,12.1,8.9,9.3,9.0,8.3,11.3,0.12508,0.16833
sp|Q9CR00|PSMD9_MOUSE,Psmd9,26S proteasome non-ATPase regulatory subunit 9 OS=Mus musculus OX=10090 GN=Psmd9 PE=1 SV=1,4,10.1,11.5,8.8,9.5,9.9,12.1,9.1,9.5,10.0,9.6,0.90720,0.45746
tr|A0A1W2P6X3|A0A1W2P6X3_MOUSE,Fmnl1,Formin-like protein 1 OS=Mus musculus OX=10090 GN=Fmnl1 PE=1 SV=1,1,7.1,6.0,15.5,16.9,18.2,5.8,5.8,7.5,7.1,10.2,0.10088,0.15601
sp|Q8BKZ9|ODPX_MOUSE,Pdhx,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Mus musculus OX=10090 GN=Pdhx PE=1 SV=1",9,10.0,10.5,8.5,8.9,9.0,12.3,9.4,11.7,10.8,8.8,0.17284,0.19042
tr|E9Q4M2|E9Q4M2_MOUSE,Lipe,Hormone-sensitive lipase OS=Mus musculus OX=10090 GN=Lipe PE=1 SV=1,6,3.7,5.5,26.9,15.8,7.8,4.4,10.9,5.1,3.7,16.2,0.46003,0.30939
sp|Q9ERK4|XPO2_MOUSE,Cse1l,Exportin-2 OS=Mus musculus OX=10090 GN=Cse1l PE=1 SV=1,18,10.0,10.1,11.3,11.2,8.4,9.0,10.7,9.5,9.2,10.6,0.54572,0.33962
tr|F8WGF2|F8WGF2_MOUSE,Nos1,"Nitric oxide synthase, brain OS=Mus musculus OX=10090 GN=Nos1 PE=1 SV=1",4,9.1,8.3,9.1,10.7,9.1,9.6,10.6,11.5,10.5,11.4,0.02401,0.10653
sp|P01029|CO4B_MOUSE,C4b,Complement C4-B OS=Mus musculus OX=10090 GN=C4b PE=1 SV=3,3,6.6,9.4,10.3,14.5,13.1,7.6,9.9,7.7,6.9,14.0,0.43412,0.29978
sp|Q8VDJ3|VIGLN_MOUSE,Hdlbp,Vigilin OS=Mus musculus OX=10090 GN=Hdlbp PE=1 SV=1,11,9.5,9.1,11.6,9.8,14.1,8.3,9.2,9.1,9.1,10.3,0.16450,0.18681
sp|Q61233|PLSL_MOUSE,Lcp1,Plastin-2 OS=Mus musculus OX=10090 GN=Lcp1 PE=1 SV=4,16,3.9,4.4,17.7,25.9,24.9,2.7,4.8,3.9,3.3,8.5,0.08807,0.15025
tr|B1AX58|B1AX58_MOUSE,Pls3,Plastin-3 OS=Mus musculus OX=10090 GN=Pls3 PE=1 SV=1,7,10.2,8.6,10.5,10.5,13.1,8.0,11.0,9.5,9.2,9.4,0.22042,0.21355
sp|Q9CPV4|GLOD4_MOUSE,Glod4,Glyoxalase domain-containing protein 4 OS=Mus musculus OX=10090 GN=Glod4 PE=1 SV=1,9,9.0,9.2,10.5,9.7,9.9,9.6,10.0,10.2,10.8,11.0,0.11678,0.16436
sp|Q9WUA3|PFKAP_MOUSE,Pfkp,"ATP-dependent 6-phosphofructokinase, platelet type OS=Mus musculus OX=10090 GN=Pfkp PE=1 SV=1",4,8.6,10.5,12.4,10.7,7.5,8.6,12.6,10.1,8.5,10.6,0.90795,0.45767
sp|P47857|PFKAM_MOUSE,Pfkm,"ATP-dependent 6-phosphofructokinase, muscle type OS=Mus musculus OX=10090 GN=Pfkm PE=1 SV=3",46,9.8,11.2,10.4,9.0,7.7,10.7,11.7,9.9,10.5,9.1,0.33089,0.26042
sp|P12382|PFKAL_MOUSE,Pfkl,"ATP-dependent 6-phosphofructokinase, liver type OS=Mus musculus OX=10090 GN=Pfkl PE=1 SV=4",3,9.8,12.1,9.8,10.2,6.4,11.0,11.2,9.4,10.0,10.2,0.51967,0.33021
sp|Q9DB94|WDR53_MOUSE,Wdr53,WD repeat-containing protein 53 OS=Mus musculus OX=10090 GN=Wdr53 PE=1 SV=1,1,13.2,10.9,8.0,8.6,8.2,12.6,10.7,9.0,10.2,8.5,0.72147,0.40140
sp|Q62407|SPEG_MOUSE,Speg,Striated muscle-specific serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Speg PE=1 SV=2,41,10.2,9.9,10.2,9.3,8.9,9.4,10.7,10.4,10.9,10.1,0.15411,0.18229
sp|P21107|TPM3_MOUSE,Tpm3,Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=3,7,24.7,6.3,2.0,4.7,21.2,14.3,3.4,8.3,9.7,5.3,0.50774,0.32586
