,,,,Scaled Abundance (Sum of each row=100),,,,,,,,,,,
Protein.Id,Gene.Symbol,Description,Number.of.peptides,Young 1,Young 2,Young 3,Young 4,Young 5,Old 1,Old 2,Old 3,Old 4,Old 5,t.pvalue,t.qvalue
sp|Q69ZA1|CDK13_MOUSE,Cdk13,Cyclin-dependent kinase 13 OS=Mus musculus OX=10090 GN=Cdk13 PE=1 SV=3,4,9.5,11.1,8.6,9.8,9.4,11.2,10.9,10.6,8.6,10.2,0.31976,0.48680
sp|Q8BZ03|KPCD2_MOUSE,Prkd2,Serine/threonine-protein kinase D2 OS=Mus musculus OX=10090 GN=Prkd2 PE=1 SV=1,1,10.3,10.4,8.9,10.7,8.7,8.6,9.3,10.2,11.7,11.2,0.58205,0.59659
tr|Q5FWX6|Q5FWX6_MOUSE,Prkd3,Serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Prkd3 PE=1 SV=1,1,10.3,8.7,12.4,8.8,8.3,10.1,8.8,9.6,10.3,12.6,0.57405,0.59365
tr|F8VQL0|F8VQL0_MOUSE,Met,Hepatocyte growth factor receptor OS=Mus musculus OX=10090 GN=Met PE=1 SV=1,10,12.0,9.8,11.8,9.3,9.4,9.8,9.7,9.6,9.1,9.5,0.19629,0.40968
sp|Q8K0D0|CDK17_MOUSE,Cdk17,Cyclin-dependent kinase 17 OS=Mus musculus OX=10090 GN=Cdk17 PE=1 SV=2,1,7.3,12.6,10.7,11.1,9.7,10.7,8.8,10.6,8.6,9.9,0.60344,0.60421
sp|Q99J95|CDK9_MOUSE,Cdk9,Cyclin-dependent kinase 9 OS=Mus musculus OX=10090 GN=Cdk9 PE=1 SV=1,3,11.0,11.3,11.1,10.6,7.5,9.8,8.8,9.8,11.0,8.9,0.44125,0.54068
sp|Q04899|CDK18_MOUSE,Cdk18,Cyclin-dependent kinase 18 OS=Mus musculus OX=10090 GN=Cdk18 PE=1 SV=1,4,10.4,11.0,9.8,8.6,10.5,10.0,9.1,9.9,10.6,10.1,0.80729,0.66972
sp|P41241|CSK_MOUSE,Csk,Tyrosine-protein kinase CSK OS=Mus musculus OX=10090 GN=Csk PE=1 SV=2,10,10.7,10.1,9.8,9.1,9.1,9.9,9.9,10.1,10.4,10.9,0.23836,0.43943
sp|Q922K9|FRK_MOUSE,Frk,Tyrosine-protein kinase FRK OS=Mus musculus OX=10090 GN=Frk PE=1 SV=3,1,9.4,10.9,10.0,10.6,9.2,9.1,12.5,10.9,8.2,9.1,0.95259,0.70525
sp|Q9DC71|RT15_MOUSE,Mrps15,"28S ribosomal protein S15, mitochondrial OS=Mus musculus OX=10090 GN=Mrps15 PE=1 SV=2",13,10.6,10.8,10.7,10.5,9.0,10.3,8.4,10.0,9.8,9.9,0.20822,0.41844
sp|O08582|GTPB1_MOUSE,Gtpbp1,GTP-binding protein 1 OS=Mus musculus OX=10090 GN=Gtpbp1 PE=1 SV=2,7,9.2,9.4,9.1,9.4,9.9,11.3,11.0,10.8,9.6,10.4,0.00948,0.12486
sp|Q9JHS4|CLPX_MOUSE,Clpx,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Mus musculus OX=10090 GN=Clpx PE=1 SV=2",28,11.7,9.5,12.2,11.4,8.9,8.9,8.9,8.6,10.2,9.7,0.08028,0.29592
tr|D3Z0R6|D3Z0R6_MOUSE,Slc11a2,Natural resistance-associated macrophage protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Slc11a2 PE=1 SV=1,2,11.8,7.5,12.3,8.4,6.6,7.3,6.4,8.6,11.3,19.7,0.64408,0.61855
tr|Q80ZM5|Q80ZM5_MOUSE,H1fx,"H1 histone family, member X OS=Mus musculus OX=10090 GN=H1fx PE=1 SV=1",1,9.4,9.9,8.9,10.2,13.5,10.0,8.5,8.6,8.7,12.4,0.51883,0.57235
sp|Q3U0V1|FUBP2_MOUSE,Khsrp,Far upstream element-binding protein 2 OS=Mus musculus OX=10090 GN=Khsrp PE=1 SV=2,31,11.6,9.5,11.5,9.8,8.0,9.4,8.7,9.0,11.5,11.1,0.87037,0.68614
tr|A2AJ72|A2AJ72_MOUSE,Fubp3,Far upstream element (FUSE)-binding protein 3 OS=Mus musculus OX=10090 GN=Fubp3 PE=1 SV=1,10,10.7,9.0,9.7,9.7,9.2,10.2,10.2,9.5,10.5,11.2,0.14840,0.37142
tr|Q3TUE1|Q3TUE1_MOUSE,Fubp1,Far upstream element-binding protein 1 OS=Mus musculus OX=10090 GN=Fubp1 PE=1 SV=1,18,11.7,9.5,12.6,10.9,8.1,8.4,8.0,8.6,11.1,11.1,0.31895,0.48638
sp|Q91V81|RBM42_MOUSE,Rbm42,RNA-binding protein 42 OS=Mus musculus OX=10090 GN=Rbm42 PE=1 SV=1,3,11.3,10.8,9.1,10.9,8.2,9.2,10.3,9.7,11.1,9.4,0.89293,0.69163
sp|Q99KD5|UN45A_MOUSE,Unc45a,Protein unc-45 homolog A OS=Mus musculus OX=10090 GN=Unc45a PE=1 SV=2,12,9.8,10.5,9.6,10.0,10.9,9.7,10.1,10.4,9.4,9.5,0.30265,0.47773
sp|Q80WW9|DDRGK_MOUSE,Ddrgk1,DDRGK domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ddrgk1 PE=1 SV=2,4,9.1,10.8,9.1,10.0,11.5,10.8,9.7,10.3,8.5,10.2,0.71766,0.64319
sp|Q80UM7|MOGS_MOUSE,Mogs,Mannosyl-oligosaccharide glucosidase OS=Mus musculus OX=10090 GN=Mogs PE=1 SV=1,11,7.3,11.4,6.6,9.6,13.1,11.8,12.4,11.0,7.3,9.4,0.62125,0.61054
sp|Q3TW96|UAP1L_MOUSE,Uap1l1,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Mus musculus OX=10090 GN=Uap1l1 PE=1 SV=1,18,9.1,9.1,8.5,8.8,10.7,11.8,13.9,10.4,8.3,9.3,0.21109,0.42045
sp|Q6P549|SHIP2_MOUSE,Inppl1,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 OS=Mus musculus OX=10090 GN=Inppl1 PE=1 SV=1",2,8.7,11.4,7.4,9.6,10.7,11.9,12.5,10.5,8.5,8.8,0.44436,0.54195
sp|Q9ES52|SHIP1_MOUSE,Inpp5d,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 OS=Mus musculus OX=10090 GN=Inpp5d PE=1 SV=2",1,8.7,8.6,9.0,7.1,7.8,10.4,10.5,10.0,12.3,15.6,0.02450,0.18295
sp|Q91YN5|UAP1_MOUSE,Uap1,UDP-N-acetylhexosamine pyrophosphorylase OS=Mus musculus OX=10090 GN=Uap1 PE=1 SV=1,17,10.9,12.7,10.6,10.2,8.2,10.5,8.5,9.8,9.1,9.4,0.22654,0.43140
tr|A0A1B0GSX6|A0A1B0GSX6_MOUSE,Pdlim3,"PDZ and LIM domain 3, isoform CRA_a OS=Mus musculus OX=10090 GN=Pdlim3 PE=1 SV=1",2,10.3,9.7,9.3,10.1,9.8,9.8,9.4,11.1,13.9,6.7,0.77831,0.66158
sp|O35226|PSMD4_MOUSE,Psmd4,26S proteasome non-ATPase regulatory subunit 4 OS=Mus musculus OX=10090 GN=Psmd4 PE=1 SV=1,16,10.9,9.6,11.4,9.6,9.8,9.6,9.6,9.2,10.4,10.0,0.29852,0.47548
sp|Q80X85|RT07_MOUSE,Mrps7,"28S ribosomal protein S7, mitochondrial OS=Mus musculus OX=10090 GN=Mrps7 PE=1 SV=1",5,10.3,8.8,9.3,11.8,9.1,10.6,11.0,9.0,9.7,10.3,0.67240,0.62810
sp|P58404|STRN4_MOUSE,Strn4,Striatin-4 OS=Mus musculus OX=10090 GN=Strn4 PE=1 SV=2,2,10.1,10.0,10.7,9.7,9.8,9.6,10.7,9.3,9.8,10.2,0.64368,0.61841
sp|O55106|STRN_MOUSE,Strn,Striatin OS=Mus musculus OX=10090 GN=Strn PE=1 SV=2,2,12.4,9.4,12.8,9.7,7.6,8.8,8.5,8.8,11.0,11.0,0.51119,0.56940
sp|Q9ERG2|STRN3_MOUSE,Strn3,Striatin-3 OS=Mus musculus OX=10090 GN=Strn3 PE=1 SV=1,9,9.8,10.2,10.3,9.9,9.3,10.4,9.9,10.0,9.8,10.3,0.43519,0.53817
tr|B2RQS1|B2RQS1_MOUSE,Strn3,Striatin-3 OS=Mus musculus OX=10090 GN=Strn3 PE=1 SV=1,2,11.4,9.5,12.2,9.9,8.2,9.5,8.6,8.5,11.2,11.2,0.66187,0.62454
sp|Q6ZQ73|CAND2_MOUSE,Cand2,Cullin-associated NEDD8-dissociated protein 2 OS=Mus musculus OX=10090 GN=Cand2 PE=1 SV=2,2,10.7,10.6,10.2,9.7,8.9,10.4,9.6,9.6,9.9,10.3,0.91911,0.69776
sp|Q6ZQ38|CAND1_MOUSE,Cand1,Cullin-associated NEDD8-dissociated protein 1 OS=Mus musculus OX=10090 GN=Cand1 PE=1 SV=2,42,9.7,9.7,8.6,9.4,10.9,10.8,11.3,10.9,9.4,9.4,0.23114,0.43459
sp|Q91Z67|SRGP2_MOUSE,Srgap2,SLIT-ROBO Rho GTPase-activating protein 2 OS=Mus musculus OX=10090 GN=Srgap2 PE=1 SV=2,6,9.2,10.6,8.7,9.6,9.9,10.0,11.1,10.4,10.1,10.5,0.05961,0.26389
sp|P28352|APEX1_MOUSE,Apex1,DNA-(apurinic or apyrimidinic site) lyase OS=Mus musculus OX=10090 GN=Apex1 PE=1 SV=2,4,9.7,8.9,10.1,9.4,9.4,10.7,10.4,10.0,10.8,10.5,0.00270,0.07244
sp|A2ASS6|TITIN_MOUSE,Ttn,Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1,2,9.3,13.0,9.2,12.6,9.5,10.0,8.9,10.6,8.4,8.4,0.17974,0.39635
sp|Q8C5W0|CLMN_MOUSE,Clmn,Calmin OS=Mus musculus OX=10090 GN=Clmn PE=1 SV=2,22,9.8,10.4,10.6,10.0,9.7,10.1,9.8,10.1,9.6,9.9,0.34441,0.49879
sp|Q6PGC1|DHX29_MOUSE,Dhx29,ATP-dependent RNA helicase DHX29 OS=Mus musculus OX=10090 GN=Dhx29 PE=1 SV=1,10,10.4,10.9,10.4,10.2,10.8,9.6,9.5,9.1,8.7,10.2,0.00686,0.11000
sp|O54988|SLK_MOUSE,Slk,STE20-like serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Slk PE=1 SV=2,27,11.9,9.2,12.7,10.4,8.7,8.4,8.1,8.5,11.5,10.5,0.29298,0.47258
sp|Q5SXY1|CYTSB_MOUSE,Specc1,Cytospin-B OS=Mus musculus OX=10090 GN=Specc1 PE=1 SV=2,10,10.0,9.1,11.1,9.6,8.3,9.4,9.3,9.7,10.8,12.7,0.37760,0.51321
sp|O55098|STK10_MOUSE,Stk10,Serine/threonine-protein kinase 10 OS=Mus musculus OX=10090 GN=Stk10 PE=1 SV=2,6,11.9,7.5,11.9,8.7,7.8,9.3,8.9,9.4,12.6,12.1,0.49453,0.56292
sp|P63213|GBG2_MOUSE,Gng2,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 OS=Mus musculus OX=10090 GN=Gng2 PE=1 SV=2,3,12.4,5.4,10.6,8.4,9.2,10.4,8.3,10.2,13.2,11.8,0.30153,0.47711
tr|A0A2R8VKG2|A0A2R8VKG2_MOUSE,D430041D05Rik,RIKEN cDNA D430041D05 gene OS=Mus musculus OX=10090 GN=D430041D05Rik PE=1 SV=1,1,8.6,11.2,9.8,17.5,13.8,7.0,7.5,8.4,7.6,8.7,0.05123,0.24946
sp|Q6P9Q6|FKB15_MOUSE,Fkbp15,FK506-binding protein 15 OS=Mus musculus OX=10090 GN=Fkbp15 PE=1 SV=2,14,11.2,9.9,11.1,11.0,9.0,9.6,8.3,9.4,9.9,10.5,0.14616,0.36944
sp|Q60936|COQ8A_MOUSE,Coq8a,"Atypical kinase COQ8A, mitochondrial OS=Mus musculus OX=10090 GN=Coq8a PE=1 SV=2",20,10.4,9.3,10.3,11.5,10.2,9.7,9.6,10.3,9.8,9.0,0.16499,0.38491
sp|Q3UJB9|EDC4_MOUSE,Edc4,Enhancer of mRNA-decapping protein 4 OS=Mus musculus OX=10090 GN=Edc4 PE=1 SV=2,7,8.2,9.8,8.4,8.7,11.4,12.1,11.2,11.3,8.1,10.9,0.15221,0.37468
tr|Q3UWL8|Q3UWL8_MOUSE,Pfdn4,Prefoldin subunit 4 OS=Mus musculus OX=10090 GN=Pfdn4 PE=1 SV=1,4,11.5,9.6,12.7,10.0,8.4,8.8,8.7,8.4,11.1,10.6,0.34939,0.50108
sp|Q91YE6|IPO9_MOUSE,Ipo9,Importin-9 OS=Mus musculus OX=10090 GN=Ipo9 PE=1 SV=3,9,8.6,11.1,7.9,10.0,11.4,10.9,11.3,11.2,8.0,9.6,0.67611,0.62939
sp|A2A6Q5|CDC27_MOUSE,Cdc27,Cell division cycle protein 27 homolog OS=Mus musculus OX=10090 GN=Cdc27 PE=1 SV=1,1,11.1,9.8,11.5,12.2,8.4,8.8,9.4,8.7,8.8,11.2,0.18268,0.39882
sp|Q64511|TOP2B_MOUSE,Top2b,DNA topoisomerase 2-beta OS=Mus musculus OX=10090 GN=Top2b PE=1 SV=2,27,10.4,9.9,10.0,9.6,9.1,10.2,9.4,10.3,10.0,11.2,0.28188,0.46652
sp|P97807|FUMH_MOUSE,Fh,"Fumarate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Fh PE=1 SV=3",38,10.8,10.8,11.0,10.9,9.4,9.8,8.6,9.7,9.1,9.9,0.01707,0.15762
sp|Q9CZW5|TOM70_MOUSE,Tomm70,Mitochondrial import receptor subunit TOM70 OS=Mus musculus OX=10090 GN=Tomm70 PE=1 SV=2,25,11.7,8.6,12.1,9.5,9.7,9.3,9.3,9.2,10.9,9.7,0.42832,0.53527
sp|Q91YU6|LZTS2_MOUSE,Lzts2,Leucine zipper putative tumor suppressor 2 OS=Mus musculus OX=10090 GN=Lzts2 PE=1 SV=3,1,11.5,10.5,8.4,9.3,8.1,10.2,11.3,10.5,9.2,11.1,0.26249,0.45515
tr|B1B1A8|B1B1A8_MOUSE,Mylk,"Myosin light chain kinase, smooth muscle OS=Mus musculus OX=10090 GN=Mylk PE=1 SV=1",52,11.9,9.7,11.2,8.6,8.3,9.7,8.7,9.7,11.3,10.8,0.91567,0.69696
sp|Q9WTU6|MK09_MOUSE,Mapk9,Mitogen-activated protein kinase 9 OS=Mus musculus OX=10090 GN=Mapk9 PE=1 SV=2,5,9.3,10.8,9.7,10.8,11.5,9.6,10.3,9.1,9.4,9.4,0.10945,0.33319
sp|P47811|MK14_MOUSE,Mapk14,Mitogen-activated protein kinase 14 OS=Mus musculus OX=10090 GN=Mapk14 PE=1 SV=3,8,8.3,10.5,7.7,9.3,11.0,11.3,12.3,11.4,8.7,9.4,0.21373,0.42227
sp|Q8VCY6|UTP6_MOUSE,Utp6,U3 small nucleolar RNA-associated protein 6 homolog OS=Mus musculus OX=10090 GN=Utp6 PE=2 SV=1,1,9.1,10.7,7.3,10.9,9.3,12.4,10.7,9.6,8.4,11.6,0.29435,0.47330
sp|Q99PL5|RRBP1_MOUSE,Rrbp1,Ribosome-binding protein 1 OS=Mus musculus OX=10090 GN=Rrbp1 PE=1 SV=2,62,11.7,9.0,13.0,10.4,11.5,8.0,7.4,7.8,10.5,10.7,0.05337,0.25341
tr|Q8C845|Q8C845_MOUSE,Efhd2,EF-hand domain-containing protein D2 OS=Mus musculus OX=10090 GN=Efhd2 PE=1 SV=1,4,9.1,9.3,8.5,9.6,10.2,9.7,11.3,9.6,10.5,12.2,0.06042,0.26515
sp|Q9D4J1|EFHD1_MOUSE,Efhd1,EF-hand domain-containing protein D1 OS=Mus musculus OX=10090 GN=Efhd1 PE=1 SV=1,7,9.9,9.4,10.5,10.5,9.1,9.4,9.6,9.9,10.3,11.4,0.57226,0.59299
sp|Q80TZ3|AUXI_MOUSE,Dnajc6,Putative tyrosine-protein phosphatase auxilin OS=Mus musculus OX=10090 GN=Dnajc6 PE=1 SV=2,6,10.3,11.5,11.3,11.5,8.6,9.3,8.2,9.6,10.1,9.5,0.08720,0.30491
tr|A0A0R4J0F6|A0A0R4J0F6_MOUSE,Gak,Cyclin-G-associated kinase OS=Mus musculus OX=10090 GN=Gak PE=1 SV=1,10,11.0,10.4,10.6,10.0,9.1,9.8,9.6,9.9,9.7,9.9,0.23938,0.44010
sp|Q9CQF0|RM11_MOUSE,Mrpl11,"39S ribosomal protein L11, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl11 PE=1 SV=1",9,11.5,9.5,12.0,9.3,7.7,9.8,9.0,8.9,11.4,10.8,0.97663,0.71040
sp|Q8BIJ7|RUFY1_MOUSE,Rufy1,RUN and FYVE domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rufy1 PE=1 SV=1,15,10.7,9.6,11.4,10.2,8.3,10.1,8.3,9.9,10.6,10.9,0.94006,0.70249
tr|A0A0G2JFT8|A0A0G2JFT8_MOUSE,Rufy3,Protein RUFY3 OS=Mus musculus OX=10090 GN=Rufy3 PE=1 SV=1,19,12.0,10.4,11.8,10.5,7.8,9.9,8.3,9.0,10.4,9.9,0.27445,0.46229
sp|Q8R4C2|RUFY2_MOUSE,Rufy2,RUN and FYVE domain-containing protein 2 OS=Mus musculus OX=10090 GN=Rufy2 PE=1 SV=2,4,11.3,10.4,12.2,10.2,9.3,8.7,8.5,8.7,9.8,11.0,0.09712,0.31824
tr|E9QAQ7|E9QAQ7_MOUSE,Arid1a,AT-rich interactive domain-containing protein 1A OS=Mus musculus OX=10090 GN=Arid1a PE=1 SV=1,8,10.3,10.3,10.2,10.4,8.9,9.8,8.9,9.9,9.7,11.5,0.88547,0.68983
sp|P10107|ANXA1_MOUSE,Anxa1,Annexin A1 OS=Mus musculus OX=10090 GN=Anxa1 PE=1 SV=2,15,10.1,6.4,9.6,7.9,9.5,8.5,11.8,11.3,13.7,11.1,0.04569,0.23863
tr|A0A338P6U8|A0A338P6U8_MOUSE,Arid1b,AT-rich interactive domain-containing protein 1B OS=Mus musculus OX=10090 GN=Arid1b PE=1 SV=1,3,11.9,9.9,12.4,10.6,7.6,8.4,8.4,9.5,10.6,10.8,0.37655,0.51278
sp|P23116|EIF3A_MOUSE,Eif3a,Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus OX=10090 GN=Eif3a PE=1 SV=5,36,10.2,10.0,10.4,9.4,10.4,10.1,9.9,9.8,9.6,10.1,0.40954,0.52702
tr|A0A0G2JEX1|A0A0G2JEX1_MOUSE,Nexn,Nexilin OS=Mus musculus OX=10090 GN=Nexn PE=1 SV=1,3,10.3,8.5,10.3,8.7,7.4,10.2,9.6,10.1,13.2,11.7,0.05721,0.26002
sp|Q9Z1E4|GYS1_MOUSE,Gys1,"Glycogen [starch] synthase, muscle OS=Mus musculus OX=10090 GN=Gys1 PE=1 SV=2",8,8.2,10.9,7.5,12.1,11.7,10.5,11.0,11.1,7.8,9.3,0.90885,0.69538
sp|Q8VCB3|GYS2_MOUSE,Gys2,"Glycogen [starch] synthase, liver OS=Mus musculus OX=10090 GN=Gys2 PE=1 SV=2",2,10.8,11.6,10.8,10.7,9.4,10.0,10.4,9.2,8.5,8.6,0.03590,0.21556
sp|Q8BLY2|SYTC2_MOUSE,Tarsl2,"Threonine--tRNA ligase 2, cytoplasmic OS=Mus musculus OX=10090 GN=Tarsl2 PE=1 SV=1",1,5.7,11.3,2.8,8.6,13.6,15.1,13.2,15.4,5.0,9.2,0.28220,0.46670
sp|Q9D0R2|SYTC_MOUSE,Tars,"Threonine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Tars PE=1 SV=2",18,9.7,10.2,9.3,9.2,11.5,10.5,9.9,10.0,9.3,10.3,0.98517,0.71219
sp|Q9DCJ5|NDUA8_MOUSE,Ndufa8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Mus musculus OX=10090 GN=Ndufa8 PE=1 SV=3,11,11.3,8.8,12.7,10.5,9.7,8.9,9.4,8.6,10.6,9.7,0.18216,0.39839
tr|F8VQL9|F8VQL9_MOUSE,Ncor2,Nuclear receptor corepressor 2 OS=Mus musculus OX=10090 GN=Ncor2 PE=1 SV=1,1,11.0,8.4,10.0,7.8,9.0,9.3,8.1,9.4,11.9,15.1,0.32696,0.49043
tr|Q5RIM6|Q5RIM6_MOUSE,Ncor1,"Nuclear receptor co-repressor 1, isoform CRA_a OS=Mus musculus OX=10090 GN=Ncor1 PE=1 SV=1",3,10.3,11.3,10.1,9.6,10.0,10.1,9.7,9.5,9.4,10.0,0.12849,0.35352
sp|Q62009|POSTN_MOUSE,Postn,Periostin OS=Mus musculus OX=10090 GN=Postn PE=1 SV=2,6,10.6,9.4,9.3,15.3,11.2,8.4,7.1,8.6,15.5,4.7,0.31529,0.48450
tr|Q3UEL5|Q3UEL5_MOUSE,Uroc1,Urocanate hydratase OS=Mus musculus OX=10090 GN=Uroc1 PE=1 SV=1,18,6.0,9.9,6.3,10.1,10.8,11.6,12.0,13.9,8.7,10.7,0.07100,0.28223
sp|O70423|AOC3_MOUSE,Aoc3,Membrane primary amine oxidase OS=Mus musculus OX=10090 GN=Aoc3 PE=1 SV=3,9,6.3,10.7,4.8,12.9,6.4,13.4,15.7,13.4,10.1,6.2,0.15331,0.37561
tr|K3W4R5|K3W4R5_MOUSE,Ckap5,Cytoskeleton-associated protein 5 OS=Mus musculus OX=10090 GN=Ckap5 PE=1 SV=1,22,10.8,10.4,10.4,10.3,9.5,9.4,9.2,9.8,10.0,10.2,0.07916,0.29437
sp|B2RXC1|TPC11_MOUSE,Trappc11,Trafficking protein particle complex subunit 11 OS=Mus musculus OX=10090 GN=Trappc11 PE=1 SV=1,7,8.5,12.4,7.2,10.0,10.7,11.4,10.8,11.1,8.0,9.9,0.66022,0.62399
sp|Q8BRN9|C2D1B_MOUSE,Cc2d1b,Coiled-coil and C2 domain-containing protein 1B OS=Mus musculus OX=10090 GN=Cc2d1b PE=1 SV=1,7,11.7,10.1,11.6,10.2,8.3,9.2,9.0,9.1,10.3,10.4,0.29656,0.47446
sp|Q60864|STIP1_MOUSE,Stip1,Stress-induced-phosphoprotein 1 OS=Mus musculus OX=10090 GN=Stip1 PE=1 SV=1,29,12.4,9.2,14.2,11.4,9.4,7.3,7.7,7.7,10.9,9.7,0.05523,0.25669
sp|Q64345|IFIT3_MOUSE,Ifit3,Interferon-induced protein with tetratricopeptide repeats 3 OS=Mus musculus OX=10090 GN=Ifit3 PE=1 SV=1,4,7.7,8.8,8.3,9.0,11.2,9.5,12.6,10.5,10.3,12.2,0.04244,0.23167
tr|D3Z7X0|D3Z7X0_MOUSE,Acad12,"Acyl-Coenzyme A dehydrogenase family, member 12 OS=Mus musculus OX=10090 GN=Acad12 PE=1 SV=1",7,8.5,10.6,9.1,10.1,11.8,10.9,11.1,10.7,8.8,8.4,0.98190,0.71151
sp|Q8K370|ACD10_MOUSE,Acad10,Acyl-CoA dehydrogenase family member 10 OS=Mus musculus OX=10090 GN=Acad10 PE=1 SV=1,33,9.7,11.2,9.3,10.0,9.9,10.9,10.1,10.5,9.0,9.5,0.97400,0.70985
sp|D3Z6P0|PDIA2_MOUSE,Pdia2,Protein disulfide-isomerase A2 OS=Mus musculus OX=10090 GN=Pdia2 PE=1 SV=1,13,0.6,0.5,1.2,1.2,93.9,0.7,0.1,0.6,0.6,0.5,0.36529,0.50807
tr|A0A0R4J078|A0A0R4J078_MOUSE,Ubxn4,"UBX domain containing 2, isoform CRA_a OS=Mus musculus OX=10090 GN=Ubxn4 PE=1 SV=1",10,11.0,10.1,10.9,9.5,9.4,10.2,8.8,9.7,9.8,10.5,0.41482,0.52939
sp|P30999|CTND1_MOUSE,Ctnnd1,Catenin delta-1 OS=Mus musculus OX=10090 GN=Ctnnd1 PE=1 SV=2,31,11.6,8.8,11.7,9.5,9.0,8.9,9.5,9.3,11.4,10.1,0.72254,0.64474
sp|Q8VH51|RBM39_MOUSE,Rbm39,RNA-binding protein 39 OS=Mus musculus OX=10090 GN=Rbm39 PE=1 SV=2,11,10.3,10.1,9.2,9.5,9.4,10.1,9.8,10.3,10.0,11.1,0.10521,0.32822
sp|Q9CRB9|MIC19_MOUSE,Chchd3,MICOS complex subunit Mic19 OS=Mus musculus OX=10090 GN=Chchd3 PE=1 SV=1,16,11.9,9.3,13.3,10.2,9.0,8.5,8.6,8.7,10.4,10.1,0.14433,0.36780
sp|Q6ZQ08|CNOT1_MOUSE,Cnot1,CCR4-NOT transcription complex subunit 1 OS=Mus musculus OX=10090 GN=Cnot1 PE=1 SV=2,13,9.0,10.6,8.1,10.2,10.3,10.9,10.6,10.9,9.0,10.4,0.24865,0.44634
sp|Q80SY4|MIB1_MOUSE,Mib1,E3 ubiquitin-protein ligase MIB1 OS=Mus musculus OX=10090 GN=Mib1 PE=1 SV=1,3,11.4,9.9,12.1,10.3,10.3,8.9,7.9,9.1,10.9,9.1,0.03187,0.20495
